tournament_id,level,gender,year,team,lang,page_title,shirt_no,display_name,recovered_qid,method,score,local_article,local_display
u20m2017,u20,m,2017,Vanuatu,es,Anexo:Equipos participantes en la Copa Mundial de Fútbol Sub-20 de 2017,5,Joseph Iaruel,Q43446397,shirt_number,1.00,Joseph Iaruel,Joseph Iaruel
u20m2017,u20,m,2017,Zambia,es,Anexo:Equipos participantes en la Copa Mundial de Fútbol Sub-20 de 2017,5,Solomon Sakala,Q22251752,shirt_number,1.00,Solomon Sakala,Solomon Sakala
u20w2008,u20,w,2008,Canada,de,U-20-Fußball-Weltmeisterschaft der Frauen 2008/Kader,9,Julie Armstrong,Q97674649,shirt_number,1.00,Julie Armstrong,Julie Armstrong
u20w2008,u20,w,2008,Germany,de,U-20-Fußball-Weltmeisterschaft der Frauen 2008/Kader,16,Sylvie Banecki,Q1563325,shirt_number,1.00,Sylvie Banecki,Sylvie Banecki
u20w2008,u20,w,2008,Norway,de,U-20-Fußball-Weltmeisterschaft der Frauen 2008/Kader,20,Kristina Hegland,Q1642994,shirt_number,1.00,Kristine Minde,Kristine Wigdahl Hegland
u20w2010,u20,w,2010,Japan,ja,2010 FIFA U-20女子ワールドカップ参加チーム,2,Yuko Takeyama,Q27808193,shirt_number,1.00,竹山裕子,竹山裕子
u20w2010,u20,w,2010,Japan,ja,2010 FIFA U-20女子ワールドカップ参加チーム,3,Misaki Kobayashi,Q27766076,shirt_number,1.00,小林海咲 (サッカー選手),小林海咲
u20w2010,u20,w,2010,Japan,ja,2010 FIFA U-20女子ワールドカップ参加チーム,7,Nozomi Fujita,Q2003822,shirt_number,1.00,藤田のぞみ,藤田のぞみ
u20w2010,u20,w,2010,Japan,ja,2010 FIFA U-20女子ワールドカップ参加チーム,17,Shoko Yamada,Q97723625,shirt_number,1.00,山田頌子,山田頌子
u20w2010,u20,w,2010,Japan,ja,2010 FIFA U-20女子ワールドカップ参加チーム,20,Nanami Seguchi,Q128920816,shirt_number,1.00,瀬口七海,瀬口七海
u20w2014,u20,w,2014,Nigeria,vi,Danh sách cầu thủ tham dự Giải vô địch bóng đá nữ U-20 thế giới 2014,2,Ebere Okoye,Q715772,shirt_number,1.00,Đội trưởng (bóng đá),c
