team,gender,senior_year,youth_level,youth_year,status
Paraguay,m,2010,u17,2003,not_qualified
Portugal,m,2010,u17,2003,ingested
Serbia,m,2010,u17,2003,not_qualified
Slovakia,m,2010,u17,2003,not_qualified
Slovenia,m,2010,u17,2003,not_qualified
South Africa,m,2010,u17,2003,not_qualified
South Korea,m,2010,u17,2003,ingested
Spain,m,2010,u17,2003,ingested
Switzerland,m,2010,u17,2003,not_qualified
United States,m,2010,u17,2003,ingested
Uruguay,m,2010,u17,2003,not_qualified
Algeria,m,2010,u17,2005,not_qualified
Argentina,m,2010,u17,2005,not_qualified
Australia,m,2010,u17,2005,ingested
Brazil,m,2010,u17,2005,ingested
Cameroon,m,2010,u17,2005,not_qualified
Chile,m,2010,u17,2005,not_qualified
Denmark,m,2010,u17,2005,not_qualified
England,m,2010,u17,2005,not_qualified
France,m,2010,u17,2005,not_qualified
Germany,m,2010,u17,2005,not_qualified
Ghana,m,2010,u17,2005,ingested
Greece,m,2010,u17,2005,not_qualified
Honduras,m,2010,u17,2005,not_qualified
Italy,m,2010,u17,2005,ingested
Ivory Coast,m,2010,u17,2005,ingested
Japan,m,2010,u17,2005,not_qualified
Mexico,m,2010,u17,2005,ingested
Netherlands,m,2010,u17,2005,ingested
New Zealand,m,2010,u17,2005,not_qualified
Nigeria,m,2010,u17,2005,not_qualified
North Korea,m,2010,u17,2005,ingested
Paraguay,m,2010,u17,2005,not_qualified
Portugal,m,2010,u17,2005,not_qualified
Serbia,m,2010,u17,2005,not_qualified
Slovakia,m,2010,u17,2005,not_qualified
Slovenia,m,2010,u17,2005,not_qualified
South Africa,m,2010,u17,2005,not_qualified
South Korea,m,2010,u17,2005,not_qualified
Spain,m,2010,u17,2005,not_qualified
Switzerland,m,2010,u17,2005,not_qualified
United States,m,2010,u17,2005,ingested
Uruguay,m,2010,u17,2005,ingested
Algeria,m,2014,u20,2003,not_qualified
Argentina,m,2014,u20,2003,ingested
Australia,m,2014,u20,2003,ingested
Belgium,m,2014,u20,2003,not_qualified
Bosnia and Herzegovina,m,2014,u20,2003,not_qualified
Brazil,m,2014,u20,2003,ingested
Cameroon,m,2014,u20,2003,not_qualified
Chile,m,2014,u20,2003,not_qualified
Colombia,m,2014,u20,2003,ingested
Costa Rica,m,2014,u20,2003,not_qualified
Croatia,m,2014,u20,2003,not_qualified
Ecuador,m,2014,u20,2003,not_qualified
England,m,2014,u20,2003,ingested
France,m,2014,u20,2003,not_qualified
Germany,m,2014,u20,2003,ingested
Ghana,m,2014,u20,2003,not_qualified
Greece,m,2014,u20,2003,not_qualified
Honduras,m,2014,u20,2003,not_qualified
Iran,m,2014,u20,2003,not_qualified
Italy,m,2014,u20,2003,not_qualified
Ivory Coast,m,2014,u20,2003,ingested
Japan,m,2014,u20,2003,ingested
Mexico,m,2014,u20,2003,ingested
Netherlands,m,2014,u20,2003,not_qualified
Nigeria,m,2014,u20,2003,not_qualified
Portugal,m,2014,u20,2003,not_qualified
Russia,m,2014,u20,2003,not_qualified
South Korea,m,2014,u20,2003,ingested
Spain,m,2014,u20,2003,ingested
Switzerland,m,2014,u20,2003,not_qualified
United States,m,2014,u20,2003,ingested
Uruguay,m,2014,u20,2003,not_qualified
Algeria,m,2014,u20,2005,not_qualified
Argentina,m,2014,u20,2005,ingested
Australia,m,2014,u20,2005,ingested
Belgium,m,2014,u20,2005,not_qualified
Bosnia and Herzegovina,m,2014,u20,2005,not_qualified
Brazil,m,2014,u20,2005,ingested
Cameroon,m,2014,u20,2005,not_qualified
Chile,m,2014,u20,2005,ingested
Colombia,m,2014,u20,2005,ingested
Costa Rica,m,2014,u20,2005,not_qualified
Croatia,m,2014,u20,2005,not_qualified
Ecuador,m,2014,u20,2005,not_qualified
England,m,2014,u20,2005,not_qualified
France,m,2014,u20,2005,not_qualified
Germany,m,2014,u20,2005,ingested
Ghana,m,2014,u20,2005,not_qualified
Greece,m,2014,u20,2005,not_qualified
Honduras,m,2014,u20,2005,ingested
Iran,m,2014,u20,2005,not_qualified
Italy,m,2014,u20,2005,ingested
Ivory Coast,m,2014,u20,2005,not_qualified
Japan,m,2014,u20,2005,ingested
Mexico,m,2014,u20,2005,not_qualified
Netherlands,m,2014,u20,2005,ingested
Nigeria,m,2014,u20,2005,ingested
Portugal,m,2014,u20,2005,not_qualified
Russia,m,2014,u20,2005,not_qualified
South Korea,m,2014,u20,2005,ingested
Spain,m,2014,u20,2005,ingested
Switzerland,m,2014,u20,2005,ingested
United States,m,2014,u20,2005,ingested
Uruguay,m,2014,u20,2005,not_qualified
Algeria,m,2014,u20,2007,not_qualified
Argentina,m,2014,u20,2007,ingested
Australia,m,2014,u20,2007,not_qualified
Belgium,m,2014,u20,2007,not_qualified
Bosnia and Herzegovina,m,2014,u20,2007,not_qualified
Brazil,m,2014,u20,2007,ingested
Cameroon,m,2014,u20,2007,not_qualified
Chile,m,2014,u20,2007,ingested
Colombia,m,2014,u20,2007,not_qualified
Costa Rica,m,2014,u20,2007,ingested
Croatia,m,2014,u20,2007,not_qualified
Ecuador,m,2014,u20,2007,not_qualified
England,m,2014,u20,2007,not_qualified
France,m,2014,u20,2007,not_qualified
Germany,m,2014,u20,2007,not_qualified
Ghana,m,2014,u20,2007,not_qualified
Greece,m,2014,u20,2007,not_qualified
Honduras,m,2014,u20,2007,not_qualified
Iran,m,2014,u20,2007,not_qualified
Italy,m,2014,u20,2007,not_qualified
Ivory Coast,m,2014,u20,2007,not_qualified
Japan,m,2014,u20,2007,ingested
Mexico,m,2014,u20,2007,ingested
Netherlands,m,2014,u20,2007,not_qualified
Nigeria,m,2014,u20,2007,ingested
Portugal,m,2014,u20,2007,ingested
Russia,m,2014,u20,2007,not_qualified
South Korea,m,2014,u20,2007,ingested
Spain,m,2014,u20,2007,ingested
Switzerland,m,2014,u20,2007,not_qualified
United States,m,2014,u20,2007,ingested
Uruguay,m,2014,u20,2007,ingested
Algeria,m,2014,u20,2009,not_qualified
Argentina,m,2014,u20,2009,not_qualified
Australia,m,2014,u20,2009,ingested
Belgium,m,2014,u20,2009,not_qualified
Bosnia and Herzegovina,m,2014,u20,2009,not_qualified
Brazil,m,2014,u20,2009,ingested
Cameroon,m,2014,u20,2009,ingested
Chile,m,2014,u20,2009,not_qualified
Colombia,m,2014,u20,2009,not_qualified
Costa Rica,m,2014,u20,2009,ingested
Croatia,m,2014,u20,2009,not_qualified
Ecuador,m,2014,u20,2009,not_qualified
England,m,2014,u20,2009,ingested
France,m,2014,u20,2009,not_qualified
Germany,m,2014,u20,2009,ingested
Ghana,m,2014,u20,2009,ingested
Greece,m,2014,u20,2009,not_qualified
Honduras,m,2014,u20,2009,ingested
Iran,m,2014,u20,2009,not_qualified
Italy,m,2014,u20,2009,ingested
Ivory Coast,m,2014,u20,2009,not_qualified
Japan,m,2014,u20,2009,not_qualified
Mexico,m,2014,u20,2009,not_qualified
Netherlands,m,2014,u20,2009,not_qualified
Nigeria,m,2014,u20,2009,ingested
Portugal,m,2014,u20,2009,not_qualified
Russia,m,2014,u20,2009,not_qualified
South Korea,m,2014,u20,2009,ingested
Spain,m,2014,u20,2009,ingested
Switzerland,m,2014,u20,2009,not_qualified
United States,m,2014,u20,2009,ingested
Uruguay,m,2014,u20,2009,ingested
Algeria,m,2014,u17,2003,not_qualified
Argentina,m,2014,u17,2003,ingested
Australia,m,2014,u17,2003,ingested
Belgium,m,2014,u17,2003,not_qualified
Bosnia and Herzegovina,m,2014,u17,2003,not_qualified
Brazil,m,2014,u17,2003,ingested
Cameroon,m,2014,u17,2003,ingested
Chile,m,2014,u17,2003,not_qualified
Colombia,m,2014,u17,2003,ingested
Costa Rica,m,2014,u17,2003,ingested
Croatia,m,2014,u17,2003,not_qualified
Ecuador,m,2014,u17,2003,not_qualified
England,m,2014,u17,2003,not_qualified
France,m,2014,u17,2003,not_qualified
Germany,m,2014,u17,2003,not_qualified
Ghana,m,2014,u17,2003,not_qualified
Greece,m,2014,u17,2003,not_qualified
Honduras,m,2014,u17,2003,not_qualified
Iran,m,2014,u17,2003,not_qualified
Italy,m,2014,u17,2003,not_qualified
Ivory Coast,m,2014,u17,2003,not_qualified
Japan,m,2014,u17,2003,not_qualified
Mexico,m,2014,u17,2003,ingested
Netherlands,m,2014,u17,2003,not_qualified
Nigeria,m,2014,u17,2003,ingested
Portugal,m,2014,u17,2003,ingested
Russia,m,2014,u17,2003,not_qualified
South Korea,m,2014,u17,2003,ingested
Spain,m,2014,u17,2003,ingested
Switzerland,m,2014,u17,2003,not_qualified
United States,m,2014,u17,2003,ingested
Uruguay,m,2014,u17,2003,not_qualified
Algeria,m,2014,u17,2005,not_qualified
Argentina,m,2014,u17,2005,not_qualified
Australia,m,2014,u17,2005,ingested
Belgium,m,2014,u17,2005,not_qualified
Bosnia and Herzegovina,m,2014,u17,2005,not_qualified
Brazil,m,2014,u17,2005,ingested
Cameroon,m,2014,u17,2005,not_qualified
Chile,m,2014,u17,2005,not_qualified
Colombia,m,2014,u17,2005,not_qualified
Costa Rica,m,2014,u17,2005,ingested
Croatia,m,2014,u17,2005,not_qualified
Ecuador,m,2014,u17,2005,not_qualified
England,m,2014,u17,2005,not_qualified
France,m,2014,u17,2005,not_qualified
Germany,m,2014,u17,2005,not_qualified
Ghana,m,2014,u17,2005,ingested
Greece,m,2014,u17,2005,not_qualified
Honduras,m,2014,u17,2005,not_qualified
Iran,m,2014,u17,2005,not_qualified
Italy,m,2014,u17,2005,ingested
Ivory Coast,m,2014,u17,2005,ingested
Japan,m,2014,u17,2005,not_qualified
Mexico,m,2014,u17,2005,ingested
Netherlands,m,2014,u17,2005,ingested
Nigeria,m,2014,u17,2005,not_qualified
Portugal,m,2014,u17,2005,not_qualified
Russia,m,2014,u17,2005,not_qualified
South Korea,m,2014,u17,2005,not_qualified
Spain,m,2014,u17,2005,not_qualified
Switzerland,m,2014,u17,2005,not_qualified
United States,m,2014,u17,2005,ingested
Uruguay,m,2014,u17,2005,ingested
Algeria,m,2014,u17,2007,not_qualified
Argentina,m,2014,u17,2007,ingested
Australia,m,2014,u17,2007,not_qualified
Belgium,m,2014,u17,2007,ingested
Bosnia and Herzegovina,m,2014,u17,2007,not_qualified
Brazil,m,2014,u17,2007,ingested
Cameroon,m,2014,u17,2007,not_qualified
Chile,m,2014,u17,2007,not_qualified
Colombia,m,2014,u17,2007,ingested
Costa Rica,m,2014,u17,2007,ingested
Croatia,m,2014,u17,2007,not_qualified
Ecuador,m,2014,u17,2007,not_qualified
England,m,2014,u17,2007,ingested
France,m,2014,u17,2007,ingested
Germany,m,2014,u17,2007,ingested
Ghana,m,2014,u17,2007,ingested
Greece,m,2014,u17,2007,not_qualified
Honduras,m,2014,u17,2007,ingested
Iran,m,2014,u17,2007,not_qualified
Italy,m,2014,u17,2007,not_qualified
Ivory Coast,m,2014,u17,2007,not_qualified
Japan,m,2014,u17,2007,ingested
Mexico,m,2014,u17,2007,not_qualified
Netherlands,m,2014,u17,2007,not_qualified
Nigeria,m,2014,u17,2007,ingested
Portugal,m,2014,u17,2007,not_qualified
Russia,m,2014,u17,2007,not_qualified
South Korea,m,2014,u17,2007,ingested
Spain,m,2014,u17,2007,ingested
Switzerland,m,2014,u17,2007,not_qualified
United States,m,2014,u17,2007,ingested
Uruguay,m,2014,u17,2007,not_qualified
Algeria,m,2014,u17,2009,ingested
Argentina,m,2014,u17,2009,ingested
Australia,m,2014,u17,2009,not_qualified
Belgium,m,2014,u17,2009,not_qualified
Bosnia and Herzegovina,m,2014,u17,2009,not_qualified
Brazil,m,2014,u17,2009,ingested
Cameroon,m,2014,u17,2009,not_qualified
Chile,m,2014,u17,2009,not_qualified
Colombia,m,2014,u17,2009,ingested
Costa Rica,m,2014,u17,2009,ingested
Croatia,m,2014,u17,2009,not_qualified
Ecuador,m,2014,u17,2009,not_qualified
England,m,2014,u17,2009,not_qualified
France,m,2014,u17,2009,not_qualified
Germany,m,2014,u17,2009,ingested
Ghana,m,2014,u17,2009,not_qualified
Greece,m,2014,u17,2009,not_qualified
Honduras,m,2014,u17,2009,ingested
Iran,m,2014,u17,2009,ingested
Italy,m,2014,u17,2009,ingested
Ivory Coast,m,2014,u17,2009,not_qualified
Japan,m,2014,u17,2009,ingested
Mexico,m,2014,u17,2009,ingested
Netherlands,m,2014,u17,2009,ingested
Nigeria,m,2014,u17,2009,ingested
Portugal,m,2014,u17,2009,not_qualified
Russia,m,2014,u17,2009,not_qualified
South Korea,m,2014,u17,2009,ingested
Spain,m,2014,u17,2009,ingested
Switzerland,m,2014,u17,2009,ingested
United States,m,2014,u17,2009,ingested
Uruguay,m,2014,u17,2009,ingested
Argentina,m,2018,u20,2007,ingested
Australia,m,2018,u20,2007,not_qualified
Belgium,m,2018,u20,2007,not_qualified
Brazil,m,2018,u20,2007,ingested
Colombia,m,2018,u20,2007,not_qualified
Costa Rica,m,2018,u20,2007,ingested
Croatia,m,2018,u20,2007,not_qualified
Denmark,m,2018,u20,2007,not_qualified
Egypt,m,2018,u20,2007,not_qualified
England,m,2018,u20,2007,not_qualified
France,m,2018,u20,2007,not_qualified
Germany,m,2018,u20,2007,not_qualified
Iceland,m,2018,u20,2007,not_qualified
Iran,m,2018,u20,2007,not_qualified
Japan,m,2018,u20,2007,ingested
Mexico,m,2018,u20,2007,ingested
Morocco,m,2018,u20,2007,not_qualified
Nigeria,m,2018,u20,2007,ingested
Panama,m,2018,u20,2007,ingested
Peru,m,2018,u20,2007,not_qualified
Poland,m,2018,u20,2007,ingested
Portugal,m,2018,u20,2007,ingested
Russia,m,2018,u20,2007,not_qualified
Saudi Arabia,m,2018,u20,2007,not_qualified
Senegal,m,2018,u20,2007,not_qualified
Serbia,m,2018,u20,2007,not_qualified
South Korea,m,2018,u20,2007,ingested
Spain,m,2018,u20,2007,ingested
Sweden,m,2018,u20,2007,not_qualified
Switzerland,m,2018,u20,2007,not_qualified
Tunisia,m,2018,u20,2007,not_qualified
Uruguay,m,2018,u20,2007,ingested
Argentina,m,2018,u20,2009,not_qualified
Australia,m,2018,u20,2009,ingested
Belgium,m,2018,u20,2009,not_qualified
Brazil,m,2018,u20,2009,ingested
Colombia,m,2018,u20,2009,not_qualified
Costa Rica,m,2018,u20,2009,ingested
Croatia,m,2018,u20,2009,not_qualified
Denmark,m,2018,u20,2009,not_qualified
Egypt,m,2018,u20,2009,ingested
England,m,2018,u20,2009,ingested
France,m,2018,u20,2009,not_qualified
Germany,m,2018,u20,2009,ingested
Iceland,m,2018,u20,2009,not_qualified
Iran,m,2018,u20,2009,not_qualified
Japan,m,2018,u20,2009,not_qualified
Mexico,m,2018,u20,2009,not_qualified
Morocco,m,2018,u20,2009,not_qualified
Nigeria,m,2018,u20,2009,ingested
Panama,m,2018,u20,2009,not_qualified
Peru,m,2018,u20,2009,not_qualified
Poland,m,2018,u20,2009,not_qualified
Portugal,m,2018,u20,2009,not_qualified
Russia,m,2018,u20,2009,not_qualified
Saudi Arabia,m,2018,u20,2009,not_qualified
Senegal,m,2018,u20,2009,not_qualified
Serbia,m,2018,u20,2009,not_qualified
South Korea,m,2018,u20,2009,ingested
Spain,m,2018,u20,2009,ingested
Sweden,m,2018,u20,2009,not_qualified
Switzerland,m,2018,u20,2009,not_qualified
Tunisia,m,2018,u20,2009,not_qualified
Uruguay,m,2018,u20,2009,ingested
Argentina,m,2018,u20,2011,ingested
Australia,m,2018,u20,2011,ingested
Belgium,m,2018,u20,2011,not_qualified
Brazil,m,2018,u20,2011,ingested
Colombia,m,2018,u20,2011,ingested
Costa Rica,m,2018,u20,2011,ingested
Croatia,m,2018,u20,2011,ingested
Denmark,m,2018,u20,2011,not_qualified
Egypt,m,2018,u20,2011,ingested
England,m,2018,u20,2011,ingested
France,m,2018,u20,2011,ingested
Germany,m,2018,u20,2011,not_qualified
Iceland,m,2018,u20,2011,not_qualified
Iran,m,2018,u20,2011,not_qualified
Japan,m,2018,u20,2011,not_qualified
Mexico,m,2018,u20,2011,ingested
Morocco,m,2018,u20,2011,not_qualified
Nigeria,m,2018,u20,2011,ingested
Panama,m,2018,u20,2011,ingested
Peru,m,2018,u20,2011,not_qualified
Poland,m,2018,u20,2011,not_qualified
Portugal,m,2018,u20,2011,ingested
Russia,m,2018,u20,2011,not_qualified
Saudi Arabia,m,2018,u20,2011,ingested
Senegal,m,2018,u20,2011,not_qualified
Serbia,m,2018,u20,2011,not_qualified
South Korea,m,2018,u20,2011,ingested
Spain,m,2018,u20,2011,ingested
Sweden,m,2018,u20,2011,not_qualified
Switzerland,m,2018,u20,2011,not_qualified
Tunisia,m,2018,u20,2011,not_qualified
Uruguay,m,2018,u20,2011,ingested
Argentina,m,2018,u20,2013,not_qualified
Australia,m,2018,u20,2013,ingested
Belgium,m,2018,u20,2013,not_qualified
Brazil,m,2018,u20,2013,not_qualified
Colombia,m,2018,u20,2013,ingested
Costa Rica,m,2018,u20,2013,not_qualified
Croatia,m,2018,u20,2013,ingested
Denmark,m,2018,u20,2013,not_qualified
Egypt,m,2018,u20,2013,ingested
England,m,2018,u20,2013,ingested
France,m,2018,u20,2013,ingested
Germany,m,2018,u20,2013,not_qualified
Iceland,m,2018,u20,2013,not_qualified
Iran,m,2018,u20,2013,not_qualified
Japan,m,2018,u20,2013,not_qualified
Mexico,m,2018,u20,2013,ingested
Morocco,m,2018,u20,2013,not_qualified
Nigeria,m,2018,u20,2013,ingested
Panama,m,2018,u20,2013,not_qualified
Peru,m,2018,u20,2013,not_qualified
Poland,m,2018,u20,2013,not_qualified
Portugal,m,2018,u20,2013,ingested
Russia,m,2018,u20,2013,not_qualified
Saudi Arabia,m,2018,u20,2013,not_qualified
Senegal,m,2018,u20,2013,not_qualified
Serbia,m,2018,u20,2013,not_qualified
South Korea,m,2018,u20,2013,ingested
Spain,m,2018,u20,2013,ingested
Sweden,m,2018,u20,2013,not_qualified
Switzerland,m,2018,u20,2013,not_qualified
Tunisia,m,2018,u20,2013,not_qualified
Uruguay,m,2018,u20,2013,ingested
Argentina,m,2018,u17,2007,ingested
Australia,m,2018,u17,2007,not_qualified
Belgium,m,2018,u17,2007,ingested
Brazil,m,2018,u17,2007,ingested
Colombia,m,2018,u17,2007,ingested
Costa Rica,m,2018,u17,2007,ingested
Croatia,m,2018,u17,2007,not_qualified
Denmark,m,2018,u17,2007,not_qualified
Egypt,m,2018,u17,2007,not_qualified
England,m,2018,u17,2007,ingested
France,m,2018,u17,2007,ingested
Germany,m,2018,u17,2007,ingested
Iceland,m,2018,u17,2007,not_qualified
Iran,m,2018,u17,2007,not_qualified
Japan,m,2018,u17,2007,ingested
Mexico,m,2018,u17,2007,not_qualified
Morocco,m,2018,u17,2007,not_qualified
Nigeria,m,2018,u17,2007,ingested
Panama,m,2018,u17,2007,not_qualified
Peru,m,2018,u17,2007,ingested
Poland,m,2018,u17,2007,not_qualified
Portugal,m,2018,u17,2007,not_qualified
Russia,m,2018,u17,2007,not_qualified
Saudi Arabia,m,2018,u17,2007,not_qualified
Senegal,m,2018,u17,2007,not_qualified
Serbia,m,2018,u17,2007,not_qualified
South Korea,m,2018,u17,2007,ingested
Spain,m,2018,u17,2007,ingested
Sweden,m,2018,u17,2007,not_qualified
Switzerland,m,2018,u17,2007,not_qualified
Tunisia,m,2018,u17,2007,ingested
Uruguay,m,2018,u17,2007,not_qualified
Argentina,m,2018,u17,2009,ingested
Australia,m,2018,u17,2009,not_qualified
Belgium,m,2018,u17,2009,not_qualified
Brazil,m,2018,u17,2009,ingested
Colombia,m,2018,u17,2009,ingested
Costa Rica,m,2018,u17,2009,ingested
Croatia,m,2018,u17,2009,not_qualified
Denmark,m,2018,u17,2009,not_qualified
Egypt,m,2018,u17,2009,not_qualified
England,m,2018,u17,2009,not_qualified
France,m,2018,u17,2009,not_qualified
Germany,m,2018,u17,2009,ingested
Iceland,m,2018,u17,2009,not_qualified
Iran,m,2018,u17,2009,ingested
Japan,m,2018,u17,2009,ingested
Mexico,m,2018,u17,2009,ingested
Morocco,m,2018,u17,2009,not_qualified
Nigeria,m,2018,u17,2009,ingested
Panama,m,2018,u17,2009,not_qualified
Peru,m,2018,u17,2009,not_qualified
Poland,m,2018,u17,2009,not_qualified
Portugal,m,2018,u17,2009,not_qualified
Russia,m,2018,u17,2009,not_qualified
Saudi Arabia,m,2018,u17,2009,not_qualified
Senegal,m,2018,u17,2009,not_qualified
Serbia,m,2018,u17,2009,not_qualified
South Korea,m,2018,u17,2009,ingested
Spain,m,2018,u17,2009,ingested
Sweden,m,2018,u17,2009,not_qualified
Switzerland,m,2018,u17,2009,ingested
Tunisia,m,2018,u17,2009,not_qualified
Uruguay,m,2018,u17,2009,ingested
Argentina,m,2018,u17,2011,ingested
Australia,m,2018,u17,2011,ingested
Belgium,m,2018,u17,2011,not_qualified
Brazil,m,2018,u17,2011,ingested
Colombia,m,2018,u17,2011,not_qualified
Costa Rica,m,2018,u17,2011,not_qualified
Croatia,m,2018,u17,2011,not_qualified
Denmark,m,2018,u17,2011,ingested
Egypt,m,2018,u17,2011,not_qualified
England,m,2018,u17,2011,ingested
France,m,2018,u17,2011,ingested
Germany,m,2018,u17,2011,ingested
Iceland,m,2018,u17,2011,not_qualified
Iran,m,2018,u17,2011,not_qualified
Japan,m,2018,u17,2011,ingested
Mexico,m,2018,u17,2011,ingested
Morocco,m,2018,u17,2011,not_qualified
Nigeria,m,2018,u17,2011,not_qualified
Panama,m,2018,u17,2011,ingested
Peru,m,2018,u17,2011,not_qualified
Poland,m,2018,u17,2011,not_qualified
Portugal,m,2018,u17,2011,not_qualified
Russia,m,2018,u17,2011,not_qualified
Saudi Arabia,m,2018,u17,2011,not_qualified
Senegal,m,2018,u17,2011,not_qualified
Serbia,m,2018,u17,2011,not_qualified
South Korea,m,2018,u17,2011,not_qualified
Spain,m,2018,u17,2011,not_qualified
Sweden,m,2018,u17,2011,not_qualified
Switzerland,m,2018,u17,2011,not_qualified
Tunisia,m,2018,u17,2011,not_qualified
Uruguay,m,2018,u17,2011,ingested
Argentina,m,2018,u17,2013,ingested
Australia,m,2018,u17,2013,not_qualified
Belgium,m,2018,u17,2013,not_qualified
Brazil,m,2018,u17,2013,ingested
Colombia,m,2018,u17,2013,not_qualified
Costa Rica,m,2018,u17,2013,not_qualified
Croatia,m,2018,u17,2013,ingested
Denmark,m,2018,u17,2013,not_qualified
Egypt,m,2018,u17,2013,not_qualified
England,m,2018,u17,2013,not_qualified
France,m,2018,u17,2013,not_qualified
Germany,m,2018,u17,2013,not_qualified
Iceland,m,2018,u17,2013,not_qualified
Iran,m,2018,u17,2013,ingested
Japan,m,2018,u17,2013,ingested
Mexico,m,2018,u17,2013,ingested
Morocco,m,2018,u17,2013,ingested
Nigeria,m,2018,u17,2013,ingested
Panama,m,2018,u17,2013,ingested
Peru,m,2018,u17,2013,not_qualified
Poland,m,2018,u17,2013,not_qualified
Portugal,m,2018,u17,2013,not_qualified
Russia,m,2018,u17,2013,ingested
Saudi Arabia,m,2018,u17,2013,not_qualified
Senegal,m,2018,u17,2013,not_qualified
Serbia,m,2018,u17,2013,not_qualified
South Korea,m,2018,u17,2013,not_qualified
Spain,m,2018,u17,2013,not_qualified
Sweden,m,2018,u17,2013,ingested
Switzerland,m,2018,u17,2013,not_qualified
Tunisia,m,2018,u17,2013,ingested
Uruguay,m,2018,u17,2013,ingested
Argentina,m,2022,u20,2011,ingested
Australia,m,2022,u20,2011,ingested
Belgium,m,2022,u20,2011,not_qualified
Brazil,m,2022,u20,2011,ingested
Cameroon,m,2022,u20,2011,ingested
Canada,m,2022,u20,2011,not_qualified
Costa Rica,m,2022,u20,2011,ingested
Croatia,m,2022,u20,2011,ingested
Denmark,m,2022,u20,2011,not_qualified
Ecuador,m,2022,u20,2011,ingested
England,m,2022,u20,2011,ingested
France,m,2022,u20,2011,ingested
Germany,m,2022,u20,2011,not_qualified
Ghana,m,2022,u20,2011,not_qualified
Iran,m,2022,u20,2011,not_qualified
Japan,m,2022,u20,2011,not_qualified
Mexico,m,2022,u20,2011,ingested
Morocco,m,2022,u20,2011,not_qualified
Netherlands,m,2022,u20,2011,not_qualified
Poland,m,2022,u20,2011,not_qualified
Portugal,m,2022,u20,2011,ingested
Qatar,m,2022,u20,2011,not_qualified
Saudi Arabia,m,2022,u20,2011,ingested
Senegal,m,2022,u20,2011,not_qualified
Serbia,m,2022,u20,2011,not_qualified
South Korea,m,2022,u20,2011,ingested
Spain,m,2022,u20,2011,ingested
Switzerland,m,2022,u20,2011,not_qualified
Tunisia,m,2022,u20,2011,not_qualified
United States,m,2022,u20,2011,not_qualified
Uruguay,m,2022,u20,2011,ingested
Wales,m,2022,u20,2011,not_qualified
Argentina,m,2022,u20,2013,not_qualified
Australia,m,2022,u20,2013,ingested
Belgium,m,2022,u20,2013,not_qualified
Brazil,m,2022,u20,2013,not_qualified
Cameroon,m,2022,u20,2013,not_qualified
Canada,m,2022,u20,2013,not_qualified
Costa Rica,m,2022,u20,2013,not_qualified
Croatia,m,2022,u20,2013,ingested
Denmark,m,2022,u20,2013,not_qualified
Ecuador,m,2022,u20,2013,not_qualified
England,m,2022,u20,2013,ingested
France,m,2022,u20,2013,ingested
Germany,m,2022,u20,2013,not_qualified
Ghana,m,2022,u20,2013,ingested
Iran,m,2022,u20,2013,not_qualified
Japan,m,2022,u20,2013,not_qualified
Mexico,m,2022,u20,2013,ingested
Morocco,m,2022,u20,2013,not_qualified
Netherlands,m,2022,u20,2013,not_qualified
Poland,m,2022,u20,2013,not_qualified
Portugal,m,2022,u20,2013,ingested
Qatar,m,2022,u20,2013,not_qualified
Saudi Arabia,m,2022,u20,2013,not_qualified
Senegal,m,2022,u20,2013,not_qualified
Serbia,m,2022,u20,2013,not_qualified
South Korea,m,2022,u20,2013,ingested
Spain,m,2022,u20,2013,ingested
Switzerland,m,2022,u20,2013,not_qualified
Tunisia,m,2022,u20,2013,not_qualified
United States,m,2022,u20,2013,ingested
Uruguay,m,2022,u20,2013,ingested
Wales,m,2022,u20,2013,not_qualified
Argentina,m,2022,u20,2015,ingested
Australia,m,2022,u20,2015,not_qualified
Belgium,m,2022,u20,2015,not_qualified
Brazil,m,2022,u20,2015,ingested
Cameroon,m,2022,u20,2015,not_qualified
Canada,m,2022,u20,2015,not_qualified
Costa Rica,m,2022,u20,2015,not_qualified
Croatia,m,2022,u20,2015,not_qualified
Denmark,m,2022,u20,2015,not_qualified
Ecuador,m,2022,u20,2015,not_qualified
England,m,2022,u20,2015,not_qualified
France,m,2022,u20,2015,not_qualified
Germany,m,2022,u20,2015,ingested
Ghana,m,2022,u20,2015,ingested
Iran,m,2022,u20,2015,not_qualified
Japan,m,2022,u20,2015,not_qualified
Mexico,m,2022,u20,2015,ingested
Morocco,m,2022,u20,2015,not_qualified
Netherlands,m,2022,u20,2015,not_qualified
Poland,m,2022,u20,2015,not_qualified
Portugal,m,2022,u20,2015,ingested
Qatar,m,2022,u20,2015,ingested
Saudi Arabia,m,2022,u20,2015,not_qualified
Senegal,m,2022,u20,2015,ingested
Serbia,m,2022,u20,2015,ingested
South Korea,m,2022,u20,2015,not_qualified
Spain,m,2022,u20,2015,not_qualified
Switzerland,m,2022,u20,2015,not_qualified
Tunisia,m,2022,u20,2015,not_qualified
United States,m,2022,u20,2015,ingested
Uruguay,m,2022,u20,2015,ingested
Wales,m,2022,u20,2015,not_qualified
Argentina,m,2022,u20,2017,ingested
Australia,m,2022,u20,2017,not_qualified
Belgium,m,2022,u20,2017,not_qualified
Brazil,m,2022,u20,2017,not_qualified
Cameroon,m,2022,u20,2017,not_qualified
Canada,m,2022,u20,2017,not_qualified
Costa Rica,m,2022,u20,2017,ingested
Croatia,m,2022,u20,2017,not_qualified
Denmark,m,2022,u20,2017,not_qualified
