tournament_id,level,gender,year,team,display_name,reason,fuzzy_match,fuzzy_match_source,confidence
u17m2009,u17,m,2009,New Zealand,Alex Carr,linked article does not exist,,,
u17m2009,u17,m,2009,New Zealand,Patrick George,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Abdulla Ali,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Khalifa Abdulrahman,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Rashid Mohamed,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Ahmed Mohammed Al Balooshi,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Abdelaziz Abbas,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Abdulrahman Yousuf,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Ahmad Ghuloom,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Mohamed Hussain,no linked article,,,
u17m2009,u17,m,2009,United Arab Emirates,Hassan Yousuf,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Mohammad Sebil,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Omar Salem,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Ahmad Ismail,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Haddaf,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Waled Husain,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Ahmad Shambih,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Ali Murad,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Eesa Abbas,linked article does not exist,,,
u17m2009,u17,m,2009,United Arab Emirates,Sulaiman Mohamed,no linked article,,,
u17m2009,u17,m,2009,United Arab Emirates,Marwan Al-Saffar,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Cuthbert Seengwa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Pilirani Zonda,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Kondwani Lufeyo,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Patience Kalumo,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Robert Simkonda,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Peter Mselema,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Tonny Chitsulo,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Bongani Kaipa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Andy Mpetiwa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Maxwell Mwanyongo,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Gilbert Chirwa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Francis Mulimbika,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Gastin Simkonda,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Issa Takondwa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Victor Nangwale,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Mike Kaziputa,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Kelvin Hanganda,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Kingstone Chindebvu,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Willie Saenda,linked article does not exist,,,
u17m2009,u17,m,2009,Malawi,Jailosi Kapalamula,linked article does not exist,,,
u17m2009,u17,m,2009,Spain,Albert Blázquez,linked article does not exist,,,
u17m2009,u17,m,2009,Spain,Julen Celaya,linked article does not exist,,,
u17m2009,u17,m,2009,Spain,Kamal,linked article does not exist,,,
u17m2009,u17,m,2009,Spain,Yeray Gómez,linked article does not exist,,,
u17m2009,u17,m,2009,United States,Zach Herold,no linked article,,,
u17m2009,u17,m,2009,United States,Nick Palodichuk,linked article does not exist,,,
u17m2009,u17,m,2009,United States,Dominick Sarle,linked article does not exist,,,
u17m2009,u17,m,2009,United States,Carlos Martínez,no linked article,,,
u17m2009,u17,m,2009,United States,Víctor Chavez,no linked article,,,
u17m2009,u17,m,2009,Uruguay,Santiago Pereyra,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Bruno Marchelli,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Federico Sarraute,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Rubén Silvera,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Ignacio Aviles,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Luis de los Santos,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Christian Alba,linked article does not exist,,,
u17m2009,u17,m,2009,Uruguay,Gabriel Araujo,linked article does not exist,,,
u17m2009,u17,m,2009,South Korea,Lee Joong-kwon,linked article does not exist,,,
u17m2009,u17,m,2009,South Korea,Ko Rae-se,linked article does not exist,,,
u17m2009,u17,m,2009,South Korea,Lim Dong-cheon,linked article does not exist,,,
u17m2009,u17,m,2009,South Korea,Lee Kang,linked article does not exist,,,
u17m2009,u17,m,2009,South Korea,Kim Ji-hun,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Abdennour Merzouki,no linked article,,,
u17m2009,u17,m,2009,Algeria,Mustapha Bouteldja,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Houssem Ferkous,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Abdelghani Boughoula,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Aghiles Toulait,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Mohamed Omrani,no linked article,,,
u17m2009,u17,m,2009,Algeria,Nacer Zaabat,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Youcef Khelifi,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Abderrahmane Belkadi,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Billel Khida,linked article does not exist,,,
u17m2009,u17,m,2009,Algeria,Abdelwakil Talhi,linked article does not exist,,,
